Kod,Unvan,City,BagimsizDenetim,Url,centerAddress,electronicEmailAddress,internet,companyTime,bagimsizDenetimKurulusu,dahilOlduguEndeksler,Sektor,islemGorduguPazarlar
ALCAR,ALARKO CARRIER SANAYİ VE TİCARET A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/844-alarko-carrier-sanayi-ve-ticaret-a-s,MUALLİM NACİ CAD.NO:69 34347 ORTAKÖY/İSTANBUL,info@alarko.com.tr,www.alarko-carrier.com.tr,SÜRESİZ,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,"BIST SINAİ / BIST YILDIZ / BIST TÜM / BIST TÜM-100 / BIST İSTANBUL / BIST METAL EŞYA, MAKİNA / BIST 500",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,YILDIZ PAZAR
ALGYO,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/845-alarko-gayrimenkul-yatirim-ortakligi-a-s,Muallim Naci Cad. No : 69 34347 Ortaköy-Beşiktaş / İSTANBUL,agmyo@alarko.com.tr,www.alarkoyatirim.com.tr,Süresiz.,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST 500 / BIST MALİ / BIST GAYRİMENKUL YAT. ORT. / BIST YILDIZ / BIST TÜM / BIST TÜM-100 / BIST TEMETTÜ,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,YILDIZ PAZAR
ALARK,ALARKO HOLDİNG A.Ş.,İSTANBUL,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/846-alarko-holding-a-s,MUALLİM NACİ CADDESİ NO:69 34347 ORTAKÖY/İSTANBUL,info@alarko.com.tr,www.alarko.com.tr,100 YIL,BDO DENET BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST İSTANBUL / BIST 500 / BIST 100 / BIST YILDIZ / BIST 50 / BIST GERİ ALIM / BIST TEMETTÜ / BIST 30 / BIST HOLDİNG VE YATIRIM / BIST MALİ / BIST KURUMSAL YÖNETİM / BIST TÜM,MALİ KURULUŞLAR / HOLDİNGLER VE YATIRIM ŞİRKETLERİ,YILDIZ PAZAR
"ALBRK, ALK",ALBARAKA TÜRK KATILIM BANKASI A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2414-albaraka-turk-katilim-bankasi-a-s,İnkılap Mah. Dr. Adnan Büyükdeniz Cad. Albaraka Türk Sitesi 1. Blok No :6 İç Kapı No :1 Ümraniye/İstanbul,yim@albarakaturk.com.tr --- ir@albarakaturk.com.tr,www.albaraka.com.tr,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST KATILIM 100 / BIST KURUMSAL YÖNETİM / BIST YILDIZ / BIST TÜM / BIST TÜM-100 / BIST 500 / BIST KATILIM TUM / BIST SÜRDÜRÜLEBİLİRLİK KATILIM / BIST GERİ ALIM / BIST SÜRDÜRÜLEBİLİRLİK / BIST MALİ / BIST BANKA,MALİ KURULUŞLAR / BANKALAR,YILDIZ PAZAR
ALCTL,ALCATEL LUCENT TELETAŞ TELEKOMÜNİKASYON A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/847-alcatel-lucent-teletas-telekomunikasyon-a-s,"Barbaros Mah. Mor Sümbül Sk. Nidakule Blok No: 7/3F İç Kapı No: 1 Ataşehir, İstanbul",mert.aydin@nokia.com,www.alcatel-lucent.com.tr,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST ANKARA / BIST BİLİŞİM / BIST TEKNOLOJİ / BIST 500 / BIST KATILIM TUM / BIST TÜM-100 / BIST TÜM / BIST YILDIZ,TEKNOLOJİ / BİLİŞİM,YILDIZ PAZAR
ALFAS,ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş.,ANKARA,REFORM BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5675-alfa-solar-enerji-sanayi-ve-ticaret-a-s,"Büyükesat, Mahatma Gandhi Cd. No:74/1 Gaziosmanpaşa/Ankara",info@alfasolarenerji.com,www.alfasolarenerji.com,Süresiz,REFORM BAĞIMSIZ DENETİM A.Ş.,BIST 100 / BIST 500 / BIST HALKA ARZ / BIST TÜM / BIST YILDIZ / BIST HİZMETLER / BIST ELEKTRİK / BIST GERİ ALIM / BIST 100-30,ELEKTRİK GAZ VE SU / ELEKTRİK GAZ VE BUHAR,YILDIZ PAZAR
ALJF,ALJ FİNANSMAN A.Ş.,İSTANBUL,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2378-alj-finansman-a-s,Esentepe Mah. Bahar Sk. Özdilek River Plaza Vyndham Grand Blok No: 13 İç Kapı No:73 Şişli / İstanbul Türkiye,info@aljfinans.com,www.aljfinans.com.tr,Süresiz,DRT BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
ALKIM,ALKİM ALKALİ KİMYA A.Ş.,İSTANBUL,RSM TURKEY ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/849-alkim-alkali-kimya-a-s,İnönü Cad. No:13 Posta Kodu:34437 Taksim Beyoğlu / İstanbul,alkim@alkim.com,www.alkim.com,Süresiz,RSM TURKEY ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,"BIST 500 / BIST TÜM-100 / BIST KATILIM TUM / BIST KİMYA, PETROL, PLASTİK / BIST TÜM / BIST YILDIZ / BIST SINAİ",İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,YILDIZ PAZAR
ALKA,ALKİM KAĞIT SANAYİ VE TİCARET A.Ş.,İZMİR,RSM TURKEY ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/850-alkim-kagit-sanayi-ve-ticaret-a-s,ORGANİZE SANAYİ BÖLGESİ KIROVASI MEVKİİ KEMALPAŞA / İZMİR,info@alkimkagit.com.tr,www.alkimkagit.com.tr,Süresiz,RSM TURKEY ULUSLARARASI BAĞIMSIZ DENETİM A.Ş.,"BIST İZMİR / BIST TÜM / BIST SINAİ / BIST KATILIM TUM / BIST TÜM-100 / BIST ORMAN, KAĞIT, BASIM / BIST ANA / BIST 500",İMALAT / KAĞIT VE KAĞIT ÜRÜNLERİ BASIM,ANA PAZAR
"ALNUS, ANC",ALNUS YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,ANY PARTNERS BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1327-alnus-yatirim-menkul-degerler-a-s,ESENTEPE MAH. HABERLER SOK. NO:10  ŞİŞLİ - İSTANBUL/TÜRKİYE,info@alnusyatirim.com,www.alnusyatirim.com ; www.alnusforex.com,Süresiz,ANY PARTNERS BAĞIMSIZ DENETİM A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
AYCES,ALTIN YUNUS ÇEŞME TURİSTİK TESİSLER A.Ş.,İZMİR,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/855-altin-yunus-cesme-turistik-tesisler-a-s,Altın Yunus Mah. 3215 Sok. No:38 Çeşme- İZMİR,info@altinyunus.com.tr,www.altinyunus.com.tr,Süresiz,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST HİZMETLER / BIST TÜM / BIST TURİZM / BIST TÜM-100 / BIST İZMİR / BIST 500 / BIST ANA,OTELLER VE LOKANTALAR / KONAKLAMA,ANA PAZAR
ALTNY,ALTINAY SAVUNMA TEKNOLOJİLERİ A.Ş.,İSTANBUL,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5955-altinay-savunma-teknolojileri-a-s,"Teknopark İstanbul, Sanayi Mahallesi Teknopark Bulvarı No:1/4A 34906 Pendik İstanbul",yatirimci.iliskileri@altinay.com,www.altinaysavunma.com,Süresiz,EREN BAĞIMSIZ DENETİM A.Ş.,BIST TÜM-100 / BIST HALKA ARZ / BIST KATILIM TUM / BIST TÜM / BIST TEKNOLOJİ / BIST 500 / BIST YILDIZ / BIST İSTANBUL,TEKNOLOJİ / SAVUNMA,YILDIZ PAZAR
ALKLC,ALTINKILIÇ GIDA VE SÜT SANAYİ TİCARET A.Ş.,İSTANBUL,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5966-altinkilic-gida-ve-sut-sanayi-ticaret-a-s,Kocatepe Mah. Mega Center A Blok Gümrük İskelesi Cad. 12. Sokak No:77 Bayrampaşa/İSTANBUL,yatirimciiliskileri@altinkilic.com,www.altinkilic.com,süresiz,EREN BAĞIMSIZ DENETİM A.Ş.,"BIST GIDA, İÇECEK / BIST TÜM-100 / BIST SINAİ / BIST HALKA ARZ / BIST ANA / BIST KATILIM TUM / BIST TÜM","İMALAT / GIDA, İÇECEK VE TÜTÜN",ANA PAZAR
ALMAD,ALTINYAĞ MADENCİLİK VE ENERJİ YATIRIMLARI SANAYİ VE TİCARET A.Ş.,İZMİR,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/853-altinyag-madencilik-ve-enerji-yatirimlari-sanayi-ve-ticaret-a-s,Çınarlı Mah. Ozan Abay Caddesi No :10 Ege Perla B Kule Kat:12 D:123 Konak-İZMİR,yatirimciiliskileri@altinyagmadencilik.com.tr --- info@altinyagmadencilik.com.tr,www.altinyagmadencilik.com.tr,SÜRESİZ,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST TEKİRDAĞ / BIST KOBI SANAYİ / BIST TÜM-100 / BIST TÜM / BIST ANA / BIST 500 / BIST MADENCİLİK / BIST SINAİ,MADENCİLİK VE TAŞ OCAKÇILIĞI / KÖMÜR VE LİNYİT MADENCİLİĞİ,ANA PAZAR
ALVES,ALVES KABLO SANAYİ VE TİCARET A.Ş.,ANKARA,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5935-alves-kablo-sanayi-ve-ticaret-a-s,"Fatih Mah. Karatay Cad. No:6, Kahramankazan/Ankara",info@alveskablo.com,www.alveskablo.com.tr,Süresiz,DENEYİM BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,"BIST 500 / BIST KATILIM TUM / BIST METAL EŞYA, MAKİNA / BIST TÜM-100 / BIST KATILIM 100 / BIST HALKA ARZ / BIST ANKARA / BIST SINAİ / BIST TÜM / BIST YILDIZ",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,YILDIZ PAZAR
ANSGR,ANADOLU ANONİM TÜRK SİGORTA ŞİRKETİ,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/856-anadolu-anonim-turk-sigorta-sirketi,"Rüzgarlıbahçe Mahallesi, Çam Pınarı Sokak, No:6, 34805 Beykoz / İstanbul",bilgi@anadolusigorta.com.tr,www.anadolusigorta.com.tr,Şirket süresizdir.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST KURUMSAL YÖNETİM / BIST TÜM / BIST YILDIZ / BIST 500 / BIST TÜM-100 / BIST SÜRDÜRÜLEBİLİRLİK / BIST MALİ / BIST SİGORTA,MALİ KURULUŞLAR / SİGORTA ŞİRKETLERİ,YILDIZ PAZAR
AEFES,ANADOLU EFES BİRACILIK VE MALT SANAYİİ A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/858-anadolu-efes-biracilik-ve-malt-sanayii-a-s,"Fatih Sultan Mehmet Mahallesi Balkan Caddesi No:58/24 Buyaka E Blok Ümraniye-İstanbul Türkiye
Tel: +90(216) 586 80 00
Fax:+90(216) 389 58 63",ir@anadoluefes.com,www.anadoluefes.com,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,"BIST 100 / BIST 50 / BIST YILDIZ / BIST 100-30 / BIST 500 / BIST TÜM / BIST TEMETTÜ 25 / BIST TEMETTÜ / BIST SÜRDÜRÜLEBİLİRLİK 25 / BIST KURUMSAL YÖNETİM / BIST İSTANBUL / BIST GIDA, İÇECEK / BIST SINAİ / BIST SÜRDÜRÜLEBİLİRLİK","İMALAT / GIDA, İÇECEK VE TÜTÜN",KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA) / YILDIZ PAZAR
ANHYT,ANADOLU HAYAT EMEKLİLİK A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/860-anadolu-hayat-emeklilik-a-s,Levent Mahallesi Meltem Sokak No :10 İş Kuleleri Kule:2 Kat:17-20 34330 BEŞİKTAŞ / İSTANBUL,hizmet@anadoluhayat.com.tr,www.anadoluhayat.com.tr,Süresiz olarak kurulmuştur.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST TEMETTÜ / BIST TÜM-100 / BIST SÜRDÜRÜLEBİLİRLİK / BIST TÜM / BIST SİGORTA / BIST 500 / BIST YILDIZ / BIST MALİ,MALİ KURULUŞLAR / SİGORTA ŞİRKETLERİ,YILDIZ PAZAR
ASUZU,ANADOLU ISUZU OTOMOTİV SANAYİ VE TİCARET A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/861-anadolu-isuzu-otomotiv-sanayi-ve-ticaret-a-s,Fatih Sultan Mehmet Mahallesi Balkan Caddesi No 58 Buyaka E Blok Tepeüstü 34771 Ümraniye / İstanbul,investorrelations@isuzu.com.tr,anadoluisuzu.com.tr,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,"BIST KATILIM 50 / BIST KURUMSAL YÖNETİM / BIST KATILIM TUM / BIST SINAİ / BIST TÜM / BIST KOCAELİ / BIST KATILIM 100 / BIST 500 / BIST TÜM-100 / BIST TEMETTÜ / BIST KATILIM TEMETTU / BIST YILDIZ / BIST METAL EŞYA, MAKİNA",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,YILDIZ PAZAR
ANGEN,ANATOLİA TANI VE BİYOTEKNOLOJİ ÜRÜNLERİ ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET A.Ş.,,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5424-anatolia-tani-ve-biyoteknoloji-urunleri-arastirma-gelistirme-sanayi-ve-ticaret-a-s,Hasanpaşa Mah. Beydağı Sok. No: 1-9H Sultanbeyli / İstanbul,info@anatoliageneworks.com --- yatirimci.iliskileri@anatoliageneworks.com ---,www.anatoliageneworks.com/tr,Süresiz,PKF ADAY BAĞIMSIZ DENETİM A.Ş.,"BIST 500 / BIST İSTANBUL / BIST TÜM / BIST SINAİ / BIST ANA / BIST KOBI SANAYİ / BIST TÜM-100 / BIST KİMYA, PETROL, PLASTİK",İMALAT / KİMYA İLAÇ PETROL LASTİK VE PLASTİK ÜRÜNLER,ANA PAZAR
ANELE,ANEL ELEKTRİK PROJE TAAHHÜT VE TİCARET A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/1475-anel-elektrik-proje-taahhut-ve-ticaret-a-s,Yamanevler Mahallesi Siteyolu Caddesi Anel İş Merkezi No:5/4 Ümraniye-İstanbul,investor.relations@anelgroup.com,www.anelgroup.com,Süresiz,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST TÜM / BIST 500 / BIST İSTANBUL / BIST TÜM-100 / BIST İNŞAAT / BIST ANA / BIST KATILIM TUM / BIST HİZMETLER,İNŞAAT VE BAYINDIRLIK / İNŞAAT VE BAYINDIRLIK İŞLERİ,ANA PAZAR
ARCLK,ARÇELİK A.Ş.,İSTANBUL,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/863-arcelik-a-s,Karaağaç Caddesi No:2-6 Sütlüce 34445 Beyoğlu-İstanbul,investorrelations@arcelik.com --- yatirimciiliskileri@arcelik.com,www.arcelikglobal.com,Süresiz,GÜNEY BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,"BIST METAL EŞYA, MAKİNA / BIST YILDIZ / BIST SÜRDÜRÜLEBİLİRLİK 25 / BIST 50 / BIST SINAİ / BIST 100-30 / BIST İSTANBUL / BIST TÜM / BIST 100 / BIST KURUMSAL YÖNETİM / BIST 500 / BIST SÜRDÜRÜLEBİLİRLİK",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,YILDIZ PAZAR / KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
ARDYZ,ARD GRUP BİLİŞİM TEKNOLOJİLERİ A.Ş.,ANKARA,KARAR BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4967-ard-grup-bilisim-teknolojileri-a-s,"Koç Kuleleri Söğütözü Mahallesi, Söğütözü Caddesi, No:2A İç Kapı No:60 Çankaya/Ankara",info@ardgrup.com.tr,www.ardbilisim.com.tr,Süresiz,KARAR BAĞIMSIZ DENETİM VE DANIŞMANLIK A.Ş.,BIST KATILIM TUM / BIST KATILIM 50 / BIST KATILIM 100 / BIST 500 / BIST TEKNOLOJİ / BIST YILDIZ / BIST TÜM / BIST 100 / BIST TEMETTÜ / BIST KATILIM TEMETTU / BIST BİLİŞİM / BIST 100-30 / BIST İSTANBUL,TEKNOLOJİ / BİLİŞİM,YILDIZ PAZAR
ARENA,ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.,İSTANBUL,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/864-arena-bilgisayar-sanayi-ve-ticaret-a-s,"Merkez Mahallesi Göktürk Caddesi No:4 34077, Eyüp İSTANBUL",ir@arena.com.tr,www.arena.com.tr,Şirket süresiz olarak kurulmuştur.,PwC BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş,BIST İSTANBUL / BIST TÜM-100 / BIST TEKNOLOJİ / BIST TÜM / BIST KATILIM TUM / BIST BİLİŞİM / BIST 500 / BIST YILDIZ,TEKNOLOJİ / BİLİŞİM,YILDIZ PAZAR
ARNFK,ARENA FİNANS FAKTORİNG A.Ş.,İSTANBUL,ANIL YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2463-arena-finans-faktoring-a-s,Maslak Mah. Eski Büyükdere Cad. İz Plaza No: 9 İç Kapı No: 39 Sarıyer/İstanbul,info@arenafaktoring.com.tr,www.arenafinansfaktoring.com.tr,Süresiz,ANIL YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM A.Ş.,,,KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
ARSAN,ARSAN TEKSTİL TİCARET VE SANAYİ A.Ş.,KAHRAMANMARAŞ,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/865-arsan-tekstil-ticaret-ve-sanayi-a-s,"Karacasu Karaziyaret Mah., Fatih Sultan Mehmet Caddesi, No:7/A  Dulkadiroğlu/KAHRAMANMARAŞ",borsa@arsantextile.com,www.arsantextile.com,Süresizdir.,GÜNCEL BAĞIMSIZ DENETİM DANIŞMANLIK A.Ş.,"BIST ANA / BIST SINAİ / BIST TÜM / BIST TEKSTİL, DERİ / BIST TÜM-100 / BIST 500","İMALAT / TEKSTİL, GİYİM EŞYASI VE DERİ",ANA PAZAR
ARTMS,ARTEMİS HALI A.Ş.,İSTANBUL,YORUM BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/5936-artemis-hali-a-s,Balmumcu Mah. Itri Sok. No: 8/1 Beşiktaş / istanbul,info@artemishali.com.tr,https://www.artemishali.com.tr,Süresiz,YORUM BAĞIMSIZ DENETİM A.Ş.,"BIST ANA / BIST TÜM / BIST 500 / BIST HALKA ARZ / BIST TÜM-100 / BIST TEKSTİL, DERİ / BIST KATILIM TUM / BIST SINAİ","İMALAT / TEKSTİL, GİYİM EŞYASI VE DERİ",ANA PAZAR
ARZUM,ARZUM ELEKTRİKLİ EV ALETLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/2087-arzum-elektrikli-ev-aletleri-sanayi-ve-ticaret-a-s,"DEFTERDAR MAHALLESİ OTAKÇILAR CAD. SİNPAŞ FLATOFİS NO:78 İÇ KAPI NO:34, EYÜPSULTAN - İSTANBUL",yatirimci@arzum.com,www.arzum.com.tr,SÜRESİZ,KPMG BAĞIMSIZ DENETİM VE SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK A.Ş.,BIST TÜM-100 / BIST TÜM / BIST KURUMSAL YÖNETİM / BIST İSTANBUL / BIST HİZMETLER / BIST 500 / BIST TEMETTÜ / BIST ANA / BIST TİCARET,TOPTAN VE PERAKENDE TİCARET / TOPTAN TİCARET,ANA PAZAR / KESİN ALIM SATIM PAZARI-(NİTELİKLİ YATIRIMCILAR ARASINDA)
ASGYO,ASCE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,GAZİANTEP,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4687-asce-gayrimenkul-yatirim-ortakligi-a-s,"Sarıgüllük Mahallesi Zübeyde Hanım Bulvarı No:64 / A
Şehitkamil / GAZİANTEP",info@ascegyo.com.tr --- bilgi@ascegyo.com.tr --- yatirimciiliskileri@ascegyo.com.tr,www.ascegyo.com,SÜRESİZ,EREN BAĞIMSIZ DENETİM A.Ş.,BIST HALKA ARZ / BIST TÜM-100 / BIST MALİ / BIST KATILIM TUM / BIST GAYRİMENKUL YAT. ORT. / BIST YILDIZ / BIST 500 / BIST TÜM / BIST KATILIM 100,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,YILDIZ PAZAR
ASELS,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.,ANKARA,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/866-aselsan-elektronik-sanayi-ve-ticaret-a-s,"MEHMET AKİF ERSOY MAHALLESİ, İSTİKLAL MARŞI CADDESİ, NO:16, YENİMAHALLE, 06200, ANKARA",aselsan.ir@aselsan.com.tr,www.aselsan.com.tr,SÜRESİZ,YEDİTEPE BAĞIMSIZ DENETİM VE YEMİNLİ MALİ MÜŞAVİRLİK A.Ş.,BIST SÜRDÜRÜLEBİLİRLİK / BIST TEMETTÜ / BIST KATILIM 50 / BIST BANKA DIŞI LİKİT 10 / BIST 500 / BIST TEKNOLOJİ / BIST TÜM / BIST 100 / BIST KATILIM TUM / BIST KURUMSAL YÖNETİM / BIST 50 / BIST KATILIM 30 / BIST YILDIZ / BIST SÜRDÜRÜLEBİLİRLİK KATILIM / BIST 30 / BIST ANKARA / BIST KATILIM TEMETTU / BIST KATILIM 100,TEKNOLOJİ / SAVUNMA,YILDIZ PAZAR
ASTOR,ASTOR ENERJİ A.Ş.,ANKARA,EREN BAĞIMSIZ DENETİM A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/4680-astor-enerji-a-s,ALCI OSB MAHALLESİ 2001 CADDE A BLOK NO:5/A SİNCAN / ANKARA,info@astoras.com.tr,www.astoras.com.tr,SÜRESİZ,EREN BAĞIMSIZ DENETİM A.Ş.,"BIST 30 / BIST 50 / BIST 100 / BIST 500 / BIST YILDIZ / BIST HALKA ARZ / BIST METAL EŞYA, MAKİNA / BIST SINAİ / BIST TÜM / BIST ANKARA",İMALAT / METAL EŞYA MAKİNE ELEKTRİKLİ CİHAZLAR VE ULAŞIM ARAÇLARI,YILDIZ PAZAR
ATAGY,ATA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,https://www.kap.org.tr/tr/sirket-bilgileri/ozet/867-ata-gayrimenkul-yatirim-ortakligi-a-s,"Dikilitaş Mah. Emirhan Cad.No: 109 Atakule Balmumcu  Beşiktaş,34349 İstanbul",info@atagyo.com.tr,www.atagyo.com.tr,Süresiz,GÜRELİ YEMİNLİ MALİ MÜŞAVİRLİK VE BAĞIMSIZ DENETİM HİZMETLERİ A.Ş.,BIST ANA / BIST TÜM-100 / BIST TÜM / BIST 500 / BIST GAYRİMENKUL YAT. ORT. / BIST MALİ / BIST KATILIM TUM,MALİ KURULUŞLAR / GAYRİMENKUL YATIRIM ORTAKLIKLARI,ANA PAZAR
